17.08.2019-00:28:03,17.44,16.94,17.25,17.44,44.19,18.06,18.69,18.38,18.19,0,1,1,1,1.120,0.542,22383.942
17.08.2019-00:28:13,17.44,16.94,17.25,17.44,44.19,18.06,18.69,18.38,18.19,0,1,1,1,1.120,0.542,22383.942
17.08.2019-00:28:23,17.44,16.94,17.25,17.44,44.19,18.06,18.69,18.38,18.19,0,1,1,1,1.120,0.542,22383.942
17.08.2019-00:28:33,17.44,16.94,17.25,17.44,44.12,18.06,18.69,18.44,18.19,0,1,1,1,1.118,0.550,22383.950
17.08.2019-00:28:43,17.44,16.94,17.25,17.44,44.12,18.06,18.69,18.44,18.19,0,1,1,1,1.118,0.550,22383.950
17.08.2019-00:28:53,17.44,16.94,17.25,17.44,44.12,18.00,18.69,18.38,18.19,0,1,1,1,1.117,0.558,22383.958
17.08.2019-00:29:03,17.44,16.94,17.25,17.44,44.12,18.00,18.69,18.38,18.19,0,1,1,1,1.117,0.558,22383.958
17.08.2019-00:29:13,17.44,16.94,17.25,17.50,44.12,18.00,18.69,18.38,18.19,0,1,1,1,1.117,0.558,22383.958
17.08.2019-00:29:23,17.44,16.94,17.25,17.50,44.12,18.00,18.69,18.44,18.19,0,1,1,1,1.104,0.567,22383.967
17.08.2019-00:29:33,17.38,16.94,17.25,17.44,44.12,18.00,18.69,18.44,18.19,0,1,1,1,1.104,0.567,22383.967
17.08.2019-00:29:43,17.38,16.94,17.25,17.44,44.12,18.06,18.69,18.38,18.19,0,1,1,1,1.104,0.567,22383.967
17.08.2019-00:29:53,17.38,16.94,17.25,17.44,44.12,18.06,18.69,18.38,18.19,0,1,1,1,1.097,0.575,22383.975
17.08.2019-00:30:03,17.44,16.94,0.00,17.44,44.12,18.06,18.62,18.38,18.19,0,1,1,1,1.097,0.575,22383.975
17.08.2019-00:30:13,17.44,16.94,0.00,17.44,44.12,18.06,18.62,18.38,82.31,0,1,1,1,1.097,0.575,22383.975
17.08.2019-00:30:23,17.44,16.94,0.00,17.44,44.12,18.06,18.62,18.38,82.31,0,1,1,1,1.094,0.583,22383.983
17.08.2019-00:30:33,17.44,16.94,0.00,17.44,44.12,18.06,18.62,18.38,18.31,0,1,1,1,1.094,0.583,22383.983
17.08.2019-00:30:44,17.44,16.94,0.00,17.44,44.12,18.06,18.62,18.38,18.31,0,1,1,1,1.092,0.592,22383.992
17.08.2019-00:30:54,17.50,16.94,0.00,17.50,44.06,18.00,18.62,18.38,18.31,0,1,1,1,1.092,0.592,22383.992
17.08.2019-00:31:04,17.50,16.94,0.00,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.092,0.592,22383.992
17.08.2019-00:31:14,17.50,16.94,0.00,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.093,0.600,22384.000
17.08.2019-00:31:24,17.44,16.94,17.31,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.093,0.600,22384.000
17.08.2019-00:31:34,17.44,16.94,17.31,17.50,44.06,18.00,18.62,18.44,18.19,0,1,1,1,1.093,0.600,22384.000
17.08.2019-00:31:44,17.44,16.94,17.31,17.50,44.06,18.00,18.62,18.44,18.19,0,1,1,1,1.089,0.608,22384.008
17.08.2019-00:31:54,17.44,16.94,17.25,17.44,44.06,18.00,18.69,18.38,18.19,0,1,1,1,1.089,0.608,22384.008
17.08.2019-00:32:04,17.44,16.94,17.25,17.44,44.06,18.00,18.69,18.38,18.19,0,1,1,1,1.089,0.608,22384.008
17.08.2019-00:32:14,17.44,17.00,17.25,17.44,44.06,18.00,18.62,18.44,18.19,0,1,1,1,1.090,0.617,22384.017
17.08.2019-00:32:24,17.44,17.00,17.25,17.44,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.090,0.617,22384.017
17.08.2019-00:32:34,17.44,17.00,17.25,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.179,0.625,22384.025
17.08.2019-00:32:44,17.44,17.00,17.25,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.179,0.625,22384.025
17.08.2019-00:32:54,17.44,17.00,17.25,17.50,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.179,0.625,22384.025
17.08.2019-00:33:04,17.44,16.94,17.25,17.44,44.06,18.00,18.62,18.44,18.25,0,1,1,1,1.198,0.633,22384.033
17.08.2019-00:33:14,17.44,16.94,17.25,17.44,44.06,18.00,18.69,18.44,18.25,0,1,1,1,1.198,0.633,22384.033
